"game","id","name"
"lorcana","card_3628e2caad686ac1ed5d901fe32a733e0fca367ff9f28ac553e11668431b6606","John Silver - Vengeful Pirate"
"lorcana","card_365719647a4426a1a17835d5588c806815a19eb7d8c6f73f7874b15b10440f00","Agustin Madrigal - Clumsy Dad"
"lorcana","card_3bf41cf2cd5ef3774018b5500e2f789dec46a03bbff884e487ab5b3b6379aee6","Arthur - Determined Squire"
"lorcana","card_3de610fda5f29c65732ffeae884a6c48689b3fdfc69eeec851958f8379b785ce","Captain Hook - The Pirate King"
"lorcana","card_42edfa505c2537e9792be59d2f09810f8cd3e2a78205b6980f65b12d3009d1db","Aladdin - Heroic Outlaw"
"lorcana","card_44a0ed0b202595cb8bdc9d496ecabbab56531d3edc41ece6ea6fa5270ebb519d","Gwythaint - Savage Hunter"
"lorcana","card_45562e6cc7d794b5c19f168eed51d7cbdc9126818cc2fdba49b05b72387e62ba","Minnie Mouse - Ghost Hunter"
"lorcana","card_4576bd04a3df8e2606bfecf224697795ca14352139283e5bbe57e55afe7d8fb3","Jafar - Spectral Sorcerer"
"lorcana","card_4ccf59142844fcdba85b9fe1e83b8f082eb8d6da9f0057c2d68c7fa6541a6a4a","Minnie Mouse - Pirate Lookout"
"lorcana","card_4f13c3daa118fbab69441397e8acb58d222554e0b13a9252e2a982555b2bcd4c","Merlin - Rabbit"
"lorcana","card_50e10b02bc10d53abb116a6581ac44afe3cd2728e1c26bfbb965125c130bc9a0","Mickey Mouse & Minnie Mouse - Adventuring Duo"
"lorcana","card_57d5c8f72e4599d7d89fa2abeef7e3fa4ed3938912e4ec0b25e68941a698e5b3","Triton - Champion of Atlantica"
"lorcana","card_57e8ec7f12f3ad99438e97688f23daec030b5ebdf3c35c27c606ba522de7b482","Hades - Meticulous Plotter"
"lorcana","card_590ee0d8ab3204e29a38c37159746d0ebd28e93581b105397e9c1d082a546b39","Ariel - Sonic Warrior"
"lorcana","card_5c2fcd4b3418a9de3f840983bb55049a4b8dc28775c08f8350e79a11a351a309","Baymax - Armored Companion"
"lorcana","card_5ce595af18d126f65e40f702b9dac077ddebb67c0f44aee9fd3c75a8fb4b749c","Angel - Experiment 624"
"lorcana","card_61ac6e18b634ee72d58545708a1382ba9ac26d432f266fe70f2ccbcd3493b5ea","Donald Duck - Along for the Ride"
"lorcana","card_665ed14346b5d0e0c3d4603db5ae0f17b3cb354d681c5b76f72c3119f7c25e58","Shenzi - Hyena Pack Leader"
"lorcana","card_66d881c2dfb3d7a6572cb62be02e95b7e82da0f3c1610f67acf7a5184e5fbe68","Kristoff - Reindeer Keeper"
"lorcana","card_69be5c757f2c6e0f583bce93bb1eee4585c9629c1a6cb94d95905907141e8c90","Incrediboy - Buddy Pine"
"lorcana","card_6ad735d9e924afa2d2a3129cfb9016f9980b3ec2d815df35a96dc2464f38e238","Flynn Rider - Charming Rogue"
"lorcana","card_6bbccdd6c176ad863b987e112e579a4ca466d7187387fc3975505b6885f52657","Maurice - World-Famous Inventor"
"lorcana","card_6c5e07ea5f6e28aae8fe59eb45edd377c4d2cfd4ce5c69fe98c4f6a70e1466c6","Tinker Bell - Snowflake Collector"
"lorcana","card_6c6d775fb5c143ec9afaa490733501823881d2d70ebb582f6a1654480699d0fe","Aladdin - Cornered Swordsman"
"lorcana","card_6e096d2ac62705fc9c977c2eab5984cf6f33242c2fe041057ffde22290a3bc93","The Vine - Towering Stalk"
"lorcana","card_71995a93d5ef74bd3085937a1bc874b4ed153f37967184cbc94b30fc2720affa","The Black Cauldron"
"lorcana","card_739f8e2194242bd12f711b5e1dbc0bcf37eb0507add3c30d312732e9f628926c","Bronx - Ferocious Beast"
"lorcana","card_7648b2fa14912dbcd2f7b745455302aa56d13df2f6ce635c956ea37010ee5664","Violet Parr - Learning New Powers"
"lorcana","card_787ec67f8cc8d31641e59f007244f5a1800863efed871612efe0780ef0138927","Hamish, Hubert & Harris - Troublemaking Triplets"
"lorcana","card_801f2f7b85a5b5e7017b080da536298c4f2e651b42b56105a62c9e2d9a2c852f","Robin Hood - Desert Wanderer"
"lorcana","card_857c39f67b9e0b622aea3096ae1ae8fb497a4916e2c1bef507e891e4a3d234b2","Tiana - Celebrating Princess"
"lorcana","card_87cff2388bb7327b3127665fe59dff6a4667c4d32c9d5ba8a75b432ab151da07","Rescue Rangers Away!"
"lorcana","card_88ac2b7db63c4f8623fcb609589ae821b8f7580f22089154392ac4c87e2f07ce","Tuke - Northern Moose"
"lorcana","card_8a87dff3b24d8ad209e4b23adc76066352c616836a6b53db7564ae1496d07ccd","Jetsam - Wicked Whisperer"
"lorcana","card_8de02ce95bfa3ccbb996fdcf124babfa1c4d70fd205756422366148f2a799405","Maui - Soaring Demigod"
"lorcana","card_909db6ebaa07650c078360e07e53e33b468a50002b749b7198b41d5773095cae","Maui's Fish Hook"
"lorcana","card_926221da01e8c824a1e3fe827793b7561cead84bb12d4009bdde23b6d5531b70","Poor Unfortunate Souls"
"lorcana","card_930f60d6336857746b1f25f7d48ee381ac23e834c5fd23e503723fc71726c6f2","Bobby - Purple Pigeon"
"lorcana","card_94e6e61e7483e8beeb2929ad1829f55cacf999dbe16acfcb732423bb82e86537","Aladdin - Intrepid Commander"
"lorcana","card_9b4c04f4b679f5d54f155808f9ba8a748154fcded6a8cfb97f181caf4587e0e9","Vixey - Expert Fisher"
"lorcana","card_9e1868ff0fdbcb713dd790b3170c7fe527a6bcf6515f9eedd331cf4040ed9b16","Robin Hood - Capable Fighter"
"lorcana","card_a132cff17187d65a2080cb6b3e79dd878b44402d68b00935a74eeaba00e4fd00","Most Everyone's Mad Here"
"lorcana","card_a5b1f874e14bd805f88faefbf1c44a03ae42db6d5b8b1a769f36085890fc67ca","Isabela Madrigal - Golden Child"
"lorcana","card_a8b7309dad20c6b2f7013b467b4e5cc328c4296c8c07f019f993cf26e25f4d03","Hidden Cove - Tranquil Haven"
"lorcana","card_ad123c16b771c3e893ff956a22440bc814b22d78684227f17275144024a4542a","Jiminy Cricket - Ghost of Christmas Past"
"lorcana","card_af87f58a8224c38f0cc624e7dd67ac8f7443d95e3d40152902e4b6d9a72fb126","Healing Decanter"
"lorcana","card_b389b4cb94f416d0e9deada5508a313d35d8ad319a25b383837db03f8ebfde6a","Daisy Duck - Donald's Date"
"lorcana","card_b4d948eb7be2e9a1aec4323b3f0aa9953db74a05200032d11a9d87ea9c8597c2","The Prince - Never Gives Up"
"lorcana","card_b67e8c3b21d39c68446b627ca5ae06976c076fc5e66f346cab558c9a2367edbf","Part of Your World"
"lorcana","card_bcf69b811521bfcbc7a839e00784756160502488a1d6538e79ac812bf58da94e","Christopher Robin - Adventurer"
"lorcana","card_c721c24ee1d56b79d02e9e8997feeb4e81f7d8828d1538b92a9f0400cbac1a95","Belle - Snowfield Strategist"
"lorcana","card_c97e18359a764a56314dd77dc2cd29b2e585d39373d773eeb6cd52a00a27a3b4","Pluto - Tried and True"
"lorcana","card_cfef658c72ff94f9dd27eb466243b6497a74317d532d57728632d2304ca8e1b7","Peter Pan - High Flyer"
"lorcana","card_d271c4d1d1fade359111729fed8261cb8e31739a13b8b8b085c4c33cd44712d3","Genie - Main Attraction"
"lorcana","card_d2de1681b1e1ef3def057184a4908efe4b7ab6cc6b254df5c510c628c70f5744","Vanellope von Schweetz - Candy Mechanic"
"lorcana","card_da16a8d6cdfc33a568c32bebcc0eb1b28988031f5b5f9e4ad75a346d342cd704","Gaetan Moliere - The Mole"
"lorcana","card_da4444a5771a6ef2e50eb0d780a377e6e674ca182bec7b1e101d30a241a2acbf","Snow White - Lost in the Forest"
"lorcana","card_db6f8f37bf1bbcaa99c7d143324c4a12a7fcbf82b0861299cc674f0a3f055c1b","Mickey Mouse - Enthusiastic Dancer"
"lorcana","card_de6d2c4006d3b3c024a9718f325ac6d53a946baaa86f0fe89b12123670ebc716","Down in New Orleans"
"lorcana","card_df5f0ce4656da2e023453beabef8a2e19c374b69f6c88a76ae5482369b613d6c","Captain Hook - The Pirate King"
"lorcana","card_e176ec53bc1d96e43601f1c3fd95d8e602233e4fc617eb80272b326f01dc3c3e","Motunui - Island Paradise"
"lorcana","card_e5784907e78026f86185df52b4003413b414b77718d7735de90fd6fb074c911f","Cobra Pit - Seething Serpents"
"lorcana","card_e735d0d4173fc6a0355696c707dbbddc2bef18404d797a5baafdd2035fdf18cd","Hiro Hamada - Armor Designer"
"lorcana","card_e902a5fc1ce894bb156d848d1afecfe54a5ae49fa848df3fa54a4df9b0c2c88a","Wasabi - Methodical Engineer"
"lorcana","card_f3feed550478eae8e04576755094d1220412e08ea92a8b7ec9f27c146a53ad88","Pete - Steamboat Rival"
"lorcana","card_f503eccc3e1bd5ee4082840523a93e8aa4cd3d8df5552f0b0a0eb69b1d47a90f","Prince Eric - Ursula's Groom"
"lorcana","card_f8d3db9bd1fd8b04c82eacaab141480bda69ad2340cfaca962845af5efb0e80a","Hiro Hamada - Intuitive Thinker"
"lorcana","card_f9ba6f3fc9eadcafbdbf53860d0c4dd25553ccf24497b1f351f0b66f39fc7914","Darkwing Duck - Cool Under Pressure"
"lorcana","card_f9c55aa8c6b4259a115a685061e77124aad77aefa1e6ad4bcf0f6b5d3face867","Maleficent - Vexed Partygoer"
"lorcana","card_f9e4d89cd0a4d0d2786cd77d1d403844d4a5dd1a417feb1a68307104afe59d6c","Mickey Mouse - Bob Cratchit"
"lorcana","card_fae64d21018742fff807231de4c6bc7d65f3f202231e9ffaf29eda6f0ea483e4","Adorabeezle Winterpop - Ice Rocket Racer"
"lorcana","card_fc1d3c6e657f2d6fbc7b762c9c182e2284949690dddce33364fe0431eb9d6688","Baymax - Upgraded Robot"
"lorcana","card_fe9122649d1071555245203c6fde836519ce022ed2c76e3bff20e4cee7a3e95a","Jafar - Newly Crowned"
"magic","card_01ff73d43d6b6586dec5eb9ec4da201f1a38f202428ea8d39e90cfc67d02cc20","Snapping Gnarlid"
"magic","card_0255af257fd0c7a1ba57ec718221019fec9c04eea40f08501a1fc06ae143a09f","Swamp"
"magic","card_086914c07095c1e50d32bdead5f19838072c9c300b2e4cf151d3532616a2afaf","Loamcrafter Faun"
"magic","card_0a384896fbdf12db09132ed7299bc2aaea1c8f5fc4d305e677372533c333812a","Seize the Storm"
"magic","card_1350a0136badd1c04f29f0c8011434fb0ab825bd747b11b1991e43cb797cc65d","Atsushi, the Blazing Sky"
"magic","card_1955b6923e3b8b9d4606f8a789bb11b8934fa2924aa64d568256010c192cd8f3","Grazing Gladehart"
"magic","card_204d070fd5dfc5d477f07fef46db484f9a4dbebea8bad6998fc370dd7def359b","Elite Archers"
"magic","card_236a73f742a8110ba992c59a60ebc3d3e2b4f68b1b83abdb6d8ca1bb1c2cccd0","Orcish Oriflamme"
"magic","card_2c697a86bc61720f0720dbc4665896b04b547303fd4dae6adb91e708836b46f0","Wing Snare"
"magic","card_30bd4422d08e96495d9c7a6486216b28c4187fb0ef31c9ddac092def31b6dbbb","Cat"
"magic","card_3318c3067ea50e15d4f6990c8b12959e3e0fb4372a991e60fd0c644fe664f724","Shorikai, Genesis Engine"
"magic","card_336083d3a4fb4980cb55a5788668aeafad711d908995dd0392846f45891b2cb0","Balefire Dragon"
"magic","card_34de7e0c4f4ae8046eac0f89ae84cb86a9d78d0d27413c1d3a938e0aad2e0ae8","Metropolis Reformer"
"magic","card_37dbd80e4bebb5fdcfda4ac9e231d0174ee66d33e8e0cd2e8581bbc30a788c54","Battle Squadron"
"magic","card_3980c70cbc6fd063386e14fd79594d601509df38cbbe7e14f2d92474a2691589","Skyclave Squid"
"magic","card_43b007fbc8b4c31551205bc6dceff71cfeeff04195090cb44130648495c8b82d","Blood Operative"
"magic","card_43fe5c1366ab4e01844d07c1ba59616891b70b1b111f8fccc8eb50b113323ae3","Dimir Guildmage"
"magic","card_47675c54591fe87cabc920e31faeec02351634cfb4d0d4dba7ce99eb9668718d","Glarb, Calamity's Augur"
"magic","card_47ecd00362587e2d5530a05cde3a68076e0c78773ffa993b09ef2ddba654768b","Vanguard of the Rose"
"magic","card_4d5397d7cd013bd75e8a859ba50727ad3a4f269beceacc9c2a4d2886317344ee","Cardboard Carapace"
"magic","card_507f233ad6eb4ad3d088b3191b9edde441d8ab7fff07595a047621c3fcb9507b","Locthwain Gargoyle"
"magic","card_553c652b17730e8072d263dc219ca7dc9cec017980759cae73c581fa38949827","Yarus, Roar of the Old Gods"
"magic","card_58e8035e300b2d7596272bb564743c878d18539bdb580df938db6538e7ae5948","Ooze"
"magic","card_5a2283071cebdb75e1d81b11db204e809a72922a6e3d1117dce2289dd9dfba6a","Copy"
"magic","card_5e7e0fa884db5095cb805d7a5acc945bd6cd31bfece2cd0c7400201ea335e792","Samut's Sprint"
"magic","card_66d3ca4ac7958e72b3a5c43439c54a80b6a9d51f7dd9eebd7c44bf27305f4f9e","Nethroi, Apex of Death"
"magic","card_6b1cfd83d65ad607611b80d9e17140cbe735fbf477536e90670b4f6df87e1358","Sky Weaver"
"magic","card_6dc9606e14f2e37b6702ab3302bbde16282bc72cce1da93d42e3413c2ee0929e","Bone Dragon"
"magic","card_6eb8f8a1f7485444a270cf29ab22ca4aa310743dd1081a1561dfbc2960e6bc7f","Snake"
"magic","card_723ef104c225e356db04de775428f17b970cb96da10044e16360e4bb456eaf09","Drudge Reavers"
"magic","card_7897cffbc6a6fa03d4542d6b44c6278bf9dec647fee67174147c3bff02828f8c","Elite Arrester"
"magic","card_7c5c2a921ceeb960897563f492c71ee15091bd278a6396a362f3021e208c8623","Spell Swindle"
"magic","card_7d2c750e1f5b96c5f5a58bab3fdc7daa6e5c32f1fe1082b6cc23323be97aa76f","Forest"
"magic","card_836da31099b1751e91bb457872368487c8468d34930c9a14e9f8de0ad1314bc7","Alesha, Who Smiles at Death"
"magic","card_852e2e08677feb161325caf8bd9bd8f52d7a052ef43d7d5a36ed753eaa49dc26","Opera Love Song"
"magic","card_86d476774c836866ed38f15f281e4cfcc231c079d61eb3c8ec6efc9c2585a8c3","The Golden City of Orazca"
"magic","card_873e4236dc8b47dd1852be03427cb56a8068473d9953bce63b098240b2017bb5","Vanquish the Horde"
"magic","card_894f089b1c8b4c063a33fb5cbba2c126f2e884e547c7880915d7d4227ec032f6","Karumonix, the Rat King"
"magic","card_89a0423d1e7de18c0ab6cbb9ac7e05d62be47d1feebcd361f0888b7113dfa35f","Colossus of Sardia"
"magic","card_8abb6d060b82d642f0cc4ca1c162720bd524337fee29d09eaabbd71feddaf023","Plains"
"magic","card_8ac701cb00fdb377c7d0dad6a5e006591023f40aec1d3a7fd5219a4d20d0f9dd","Squall, SeeD Mercenary"
"magic","card_8bb2ca12f79cb713a7e78e30e3c70a8b0fcbc5b6e907ebee4c6fad28fbf60ad8","Temporal Manipulation"
"magic","card_8e2918510119ce035d08113b88c6e0d4e93d186d4d9d0718e5a0e40d824ba22d","Experimental"
"magic","card_8e84a05f4434c9ff0bae50667642855ed0e2b0515e1d7b467947872fedc48b4d","An Incident Has Occurred"
"magic","card_8fa778a00228dca5a9b877a949ee071ae4e6719fd6ee3b177f97f5f8169ef7e6","Despoiler of Souls"
"magic","card_92e8ad403ba619959dccca6109d17d75a96a50b91e724815c430628253018113","Alaundo the Seer // Alaundo the Seer"
"magic","card_98ec2dfeafe402e0896776cd8ea26662f21c72d27b9acb327344ffe1ef9fbf92","Oversold Cemetery"
"magic","card_99ba749f7e0d25101d644f5830d1c3f33829b0c817fe54b10580d9a5c5138088","Pariah"
"magic","card_9a8022cfff8c76260193179fb38248d5f9b3953fb784e9698a64568c1edef5ef","The Bears of Littjara"
"magic","card_a26dd695a257c7f1ac73308d48c653eb2c6bde3f6aaf8b4133c98ab93fdeb210","Copy"
"magic","card_a487625894e71d0d6a6cf9238fd3e6b838d855900c2fca96351b5988c58400dd","Royal Treatment"
"magic","card_a50dfabede6c67b75907e344574a3e91b3148f28c8aa803d21e37b6a8f546fe6","Wall of Faith"
"magic","card_aada18536a60c21d26e1f74d4005d9588e0a112de298e6febaf07a1c7fee7a21","Dwynen, Gilt-Leaf Daen"
"magic","card_aea7142cdd5394c2a1b1fbcf0777cd82201002d59dd3e4f943d3db404147ac95","Juggernaut"
"magic","card_af8a1a6670bea5c96151cd070323efb505369348ea4a5dbfd788546d54a4f948","Fanatical Firebrand"
"magic","card_b307a1778979184fa5492a49ef1bba49d563932ef214c6dddd43daa4a36610cc","Rogue Kavu"
"magic","card_b4694e8314b196075d86b2393bfac9376334093613569f0b8db9705698a5815a","Karador, Ghost Chieftain"
"magic","card_b53f299851eff3e74d58895c667823cc423364e03fd1adc6d292c4778aad4930","Witch-king of Angmar"
"magic","card_b7928ffc2e9776e1423d0f0e4c3a6e57134eed42a2bf839576423be9b8d8cc72","Floodfarm Verge"
"magic","card_b8b0d9d26c681c1d15419eada9fb0dd1a883f23eecf74569c7e9a0cb0763f9cc","Explosive Vegetation"
"magic","card_ba7292799e1da344f7348c81b3cbb5487c133cec975085331c79100daeff4ad6","Buried Ruin"
"magic","card_bbf36ea400e9aae7decf19da0c39b004d4a03a2526d3b98f82ce486d9cadefc1","Laelia, the Blade Reforged"
"magic","card_be0262725a3a15d3fdcd4c488d466ac457dc7cc49859932bbdd23f1db48c3733","Quantum Misalignment"
"magic","card_c328f3650d6b7cead6829f68b7e8ea754b66741411d6f820863e4bdc32f14b30","Gloomfang Mauler"
"magic","card_c35670331f9b8e581a41a0197df44794b88dd4b9dd6b4fc2a4986f0f773be05f","Secrets of the Dead"
"magic","card_c8fa305480dea59cc237c2117dbfd186c1592ab49774452eea9f85e7eebd9daa","Darksteel Brute"
"magic","card_c90afdbc35df8969704b8baf24ac7569401c33412eaeefe5c41306f9038f72ae","Maro's Gone Nuts"
"magic","card_c984a59fc8f20ba6d0e57bc4fc84184eee85af789ec9c7b9560f0a94e4c6f10c","Scavenger Grounds"
"magic","card_c9bdeb925ec3bf3dddf567887de2a44e19b3695f0e641a6f88861bd32f3797d0","Wreck and Rebuild"
"magic","card_ca2f205516177eb5e6aa58d9ebe72d3fa92a0820d2abb7303e4b642b5a28c972","Contagion"
"magic","card_cb1c851874f4ba2076b99ce26901406512918d9b7435a4916e7aef6d7a890f83","Queen Marchesa"
"magic","card_cc3030858c2b4962284c1ae4b61588dd0c8f60c5c40d878d81f75078b42fe852","Guardian of Faith"
"magic","card_cfe239d6960a38905d794215551c02b7ec37bdd8cd93b425312ef7cc621415ff","Polygoyf"
"magic","card_d2397573207c9f763b018dcffd4075b98db50b23534d51d326a465e482a03046","Enduring Innocence // Enduring Innocence"
"magic","card_d286ccebe1de4a3702e34c196439ed1a2ab517af8224bc77a3fd294ed2a4da4b","Boros Guildmage"
"magic","card_d318466c654f8d37bd290e6474bf03dfc7879d758a321793b4dcda7166dff655","Villainous Ogre"
"magic","card_d36d4e39df49398360df86736307a1ca28fd7341068c25854930798a9ae8831b","Split-Tail Miko"
"magic","card_d55f9354dba8c9f20d9a4a11629e0025ffea933694d5c9e49313bde4cdf9390a","Personal Incarnation"
"magic","card_d5975936fc8db98c3e4624a085b5c45d41cff61e35716577f40e9632dfdb4389","Hearthfire Hobgoblin"
"magic","card_d67054d94fbd81d30b1749044de9fd5ec3107c3148a3fab9e3c585c078fd49f6","Hanna"
"magic","card_d8c53b3798e987ce2eccae3cab81bb6057fd5c622fc8012a924f5e6dd24c7030","Shambleshark"
"magic","card_dafa17464d0c48b0e5a4c288add91f9679260332bc17bbc367de553bf6b9529d","Dungeon Map"
"magic","card_de07e8918e1537f96b37887b7e924b47ae7bf251d23ce2a0bc620c2e41640ade","Crypt Creeper"
"magic","card_e0e76523201b701f9e2896b2a50037bd0d5efb046efea019ba9f1f4f17f81e15","Syr Konrad, the Grim"
"magic","card_e19db938578919070bf77fd0301b84fc7ddfb04b15e0107d116d89e711087d21","Daxos, Blessed by the Sun"
"magic","card_e1b16c1369fe93f2d565147206bac740ada64bcd0fa49de3f19f0397e8ef7265","Karai's Technique"
"magic","card_e3a4b9c1b0bd4db1977f51e09f0ce40f1eb374a9b1f7de2408fad97b9b0e82cc","Karn's Touch"
"magic","card_e66dc9be264de8b34301c29e88e99c2b46bdff0cfdab9c74e5713c9a30a42d1e","Firemane Avenger"
"magic","card_e7f30e774931694a46bf3f1dfc88132fe1727065ef0ff57fd71c29566eb7133a","Kirtar's Wrath"
"magic","card_ea40d19e0720b1645842a1002aecf396123b514e3b64f8771439aaedf6b2d68b","Spectacular Spider-Man"
"magic","card_eab88ea50cacc0bcffd9849d66d5f8d467bfe5d63fdb68eef0c52af767e38ec2","Afflict"
"magic","card_ed9e8d0727400e9f0961e51a0d34ba7f1d75516b9b4cfa6ab58ee283a543368f","Recoil"
"magic","card_ee901f7e16c483b023147006f9247fede81898a99efa80e088c60a7b3566f448","Dread Specter"
"magic","card_f281dc1c0b29577a99919c6b0c748ba3b8835572ec88aec4b8a46f52ac796b36","Get Lost"
"magic","card_f44449fa7a6213cb8256d2eff7abcfbe71d2863c91c4115e7bb6670cac590545","Steamflogger Boss"
"magic","card_fb075444b4a6ea72359d7dd69a73488497483d2c232f2aeab3365acd1e41640a","Fleetfoot Panther"
"magic","card_fbf76693463d65c7a336e4364135cbef309c08ebe3ed7ecaa5ab9e243607bea2","Brush with Death"
"magic","card_fd2804ad23e24528442c3135eda1708857c6c2105b38902ca9f5579b3a3fddf3","Woodland Champion"
"magic","card_fdeba4931b7d950563e1cd4dced638df42f1e9083f6e0aeaaa79af1dee3c3e7e","Mirrormind Crown"
"magic","card_ffa3548f90cc3973957cf2a3a51b35c8ffb053ec4e4e5fce268aa5cecfadf5ea","Koskun Falls"
"one_piece","card_009a20d1e75855bcf914dd7c7e73fd1413b9d108b347d81fb4e7e6e050f8f221","Monkey.D.Luffy"
"one_piece","card_029a1664f6779d09543bc051ae5ee2abe5f110823f0087353ab3c2bf7abdad29","Purinpurin"
"one_piece","card_045e551fd377dbb4461a62bced2ead6cfbe2dc50165dbe9f5b932e1ad8c41fb9","Lim"
"one_piece","card_0a63bf2a67fd1200749c14463c56fa61a91da49c41b4d4277a2dd45006ae66fa","Younger Brother Marine"
"one_piece","card_0cc816f15f09e446728eb0433a6ab2891702d008372dcd834767e2daef352d3d","Carrot"
"one_piece","card_0d3c4667f87071550d41e932eb0b76bb7f9460be3a9669fc9004ec4495e9cd5f","Kouzuki Oden"
"one_piece","card_0fdb9551f243bed3cde80a52af0d8b45fd26d129d13ee5ff55e8393cc3154233","Limejuice"
"one_piece","card_118655098327f4e48548679b457a7439abe0c1012f3efbb40f5e748fe7f6dae1","Monkey.D.Luffy"
"one_piece","card_11a1e4f3585bd6cbfcd052f71c274824f855b3974bb7fad613787f192f115754","T-Bone"
"one_piece","card_160f6d11ed9781b307c6c4dbefcdb3c98d09997f3bdd604bffdd52abfe4e392f","Carrot"
"one_piece","card_1a3bc350fcf3b0a533d60388f8b3d455d8e5691bac2a2466379a5847426f57b4","Genbo"
"one_piece","card_1aa99798962d3fd9aed06c3b3a6a5575e083ec761663327cb7a400b3ed4c3069","Vergo"
"one_piece","card_1f5b1f8e09d84c715abd1ad8e6dfefdd347a55771eef3a29aa8c2429170cd6de","Mamaragan"
"one_piece","card_1f7503ca425d2075182e30b88f194a8201be7e733d90ef19cc215ccecad50b71","Shirahoshi"
"one_piece","card_24d60a3a9de69e76169c3e24cf07cab9b97fa7ffb68203f50776e27e15ec8835","Lucy"
"one_piece","card_26f685b03d2eaf3f25a8d987b14218b4bfec60ab4a6940d8a0f1785693553def","Pearl"
"one_piece","card_2b7a00d5eb5b965e0c788f9b9a2e091c956a15fc217c04f30598de34d036a8fe","Monkey.D.Luffy"
"one_piece","card_2e784c956d80b5a4a3835fa34c646ef51274ad6df79a88d98146e1522deb4f28","Trafalgar Law"
"one_piece","card_316ff15f89f08bcdc616ff90622938239c15b6f6a56beb814224b1e16fba83a3","Tot Musica"
"one_piece","card_31ea69b59ea02e9b6fe4bd832645bc82a550d64dce1a7f8ff6e4e64777225268","Edward Weevil"
"one_piece","card_347c3c34d29a006245b823e078c43d46ae871de8e1960a97123f235ec9612a2d","Crocodile"
"one_piece","card_37c741dcff876fd2be23ca4da02d41d4a8305e9538312485879b8cac3a73f69b","The World's Continuation"
